Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
100.01,3704.33,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,9567.00,1308.00,13.67,709.79,
100.02,3718.33,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2543.00,625.00,24.58,1278.24,
100.03,3724.86,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2587.00,526.00,20.33,1521.86,
100.05,3713.28,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.32,0.01,0.00,0.00,0.00,0.00,0.02,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,5086.00,1289.00,25.34,1555.30,
100.00,3724.52,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.05,0.04,0.01,0.00,2574.00,625.00,24.28,1228.66,
100.04,3723.82,1.54,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,10202.00,1442.00,14.13,1109.48,
100.05,3723.64,1.54,0.65,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2555.00,482.00,18.86,1226.94,
100.07,3712.59,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2626.00,548.00,20.87,1295.79,
100.03,3724.14,1.55,0.65,0.00,0.27,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,11088.00,2120.00,19.12,1029.74,
100.03,3714.50,1.55,0.65,0.00,0.35,0.00,0.07,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2616.00,532.00,20.34,1341.16,
100.05,3714.94,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,11297.00,1818.00,16.09,1219.79,
100.05,3723.81,1.55,0.64,0.00,0.34,0.00,0.08,0.03,0.31,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2534.00,488.00,19.26,1151.73,
100.06,3723.17,1.54,0.65,0.00,0.25,0.00,0.08,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2627.00,528.00,20.10,1177.26,
100.03,3724.50,1.54,0.65,0.00,0.32,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2609.00,517.00,19.82,1135.23,
100.07,3723.25,1.55,0.65,0.00,0.30,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2536.00,482.00,19.01,1150.47,
100.06,3724.05,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,8571.00,1508.00,17.59,1044.83,
100.02,3725.02,1.55,0.65,0.00,0.30,0.00,0.05,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2955.00,579.00,19.59,1135.94,
100.05,3723.61,1.55,0.65,0.00,0.25,0.00,0.09,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2599.00,579.00,22.28,1151.97,
100.02,3723.98,1.53,0.65,0.00,0.31,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2691.00,678.00,25.20,1027.54,
100.03,3724.25,1.54,0.65,0.00,0.28,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2604.00,549.00,21.08,1171.71,
100.00,3724.79,1.55,0.65,0.00,0.30,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2572.00,491.00,19.09,1140.01,
100.03,3724.76,1.55,0.65,0.00,0.22,0.00,0.08,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2567.00,477.00,18.58,1334.18,
100.01,3723.42,1.55,0.65,0.00,0.29,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2542.00,491.00,19.32,1154.22,
100.00,3724.58,1.55,0.65,0.00,0.32,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2613.00,522.00,19.98,1117.22,
100.03,3724.23,1.55,0.65,0.00,0.32,0.00,0.07,0.02,0.28,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2590.00,655.00,25.29,1175.26,
99.99,3725.20,1.54,0.65,0.00,0.31,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2559.00,498.00,19.46,1083.99,
100.18,3713.61,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2739.00,609.00,22.23,1135.70,
100.02,3724.34,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2540.00,486.00,19.13,1088.52,
100.02,3724.23,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,5129.00,1331.00,25.95,1106.13,
100.04,3724.12,1.55,0.65,0.00,0.33,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2576.00,570.00,22.13,1132.43,
100.02,3724.72,1.55,0.64,0.00,0.31,0.00,0.07,0.02,0.31,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2544.00,448.00,17.61,1144.22,
99.94,3725.88,1.54,0.65,0.00,0.31,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2654.00,529.00,19.93,1145.61,
99.99,3695.03,1.54,0.65,0.00,0.33,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2554.00,625.00,24.47,973.27,
100.02,3724.86,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2560.00,488.00,19.06,799.83,
100.01,3724.96,1.55,0.64,0.00,0.33,0.00,0.08,0.03,0.31,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,58246.00,10889.00,18.69,630.55,
100.02,3724.23,1.55,0.64,0.00,0.30,0.00,0.06,0.02,0.26,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.04,0.02,0.01,0.01,0.00,0.00,0.00,0.04,0.03,0.01,0.00,9750.00,1048.00,10.75,734.71,
100.01,3724.77,1.55,0.64,0.00,0.31,0.00,0.09,0.03,0.34,0.01,0.00,0.00,0.00,0.00,0.01,0.18,0.05,0.09,0.04,0.04,0.00,0.01,0.03,0.06,0.03,0.01,0.02,3933.00,1176.00,29.90,782.96,
100.03,3697.12,1.53,0.65,0.00,0.32,0.00,0.12,0.04,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,4321.00,1143.00,26.45,963.59,
100.01,3724.84,1.54,0.65,0.00,0.26,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2424.00,443.00,18.28,772.18,
100.02,3724.94,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2448.00,448.00,18.30,830.90,
100.00,3724.98,1.55,0.65,0.00,0.29,0.00,0.09,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2427.00,424.00,17.47,818.82,
100.01,3724.96,1.55,0.64,0.00,0.33,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2432.00,470.00,19.33,883.73,
99.99,3725.10,1.55,0.64,0.00,0.33,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2412.00,454.00,18.82,668.19,
100.01,3725.11,1.55,0.64,0.00,0.33,0.00,0.11,0.04,0.41,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2415.00,393.00,16.27,763.08,
100.01,3724.86,1.54,0.65,0.00,0.30,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2391.00,396.00,16.56,725.80,
100.02,3724.55,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2443.00,427.00,17.48,829.92,
100.03,3724.73,1.55,0.65,0.00,0.31,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,2380.00,405.00,17.02,895.02,
100.04,3724.83,1.55,0.64,0.00,0.34,0.00,0.07,0.02,0.31,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2427.00,408.00,16.81,919.78,
100.01,3724.94,1.55,0.64,0.00,0.33,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2497.00,428.00,17.14,905.50,
100.01,3724.94,1.55,0.64,0.00,0.31,0.00,0.05,0.02,0.26,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.01,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2425.00,429.00,17.69,886.18,
100.00,3724.53,1.53,0.65,0.00,0.33,0.00,0.08,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2491.00,459.00,18.43,966.87,
100.01,3724.49,1.55,0.65,0.00,0.31,0.00,0.08,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,8764.00,1105.00,12.61,950.72,
100.01,3724.89,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.30,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2450.00,505.00,20.61,1024.07,
100.02,3719.14,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,9555.00,1612.00,16.87,980.26,
100.05,3724.51,1.55,0.64,0.00,0.31,0.00,0.08,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2467.00,478.00,19.38,917.37,
99.99,3724.11,1.55,0.64,0.00,0.29,0.00,0.06,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2393.00,392.00,16.38,869.84,
100.04,3724.36,1.54,0.65,0.00,0.36,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2960.00,729.00,24.63,839.43,
100.05,3724.12,1.54,0.65,0.00,0.28,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,10276.00,1437.00,13.98,968.45,
100.01,3724.37,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,2416.00,430.00,17.80,819.15,
99.97,3724.66,1.55,0.64,0.00,0.28,0.00,0.06,0.02,0.27,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2436.00,455.00,18.68,728.53,
100.00,3724.70,1.55,0.64,0.00,0.30,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2542.00,476.00,18.73,747.37,
100.02,3724.24,1.55,0.64,0.00,0.32,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2426.00,450.00,18.55,978.35,
100.04,3723.71,1.55,0.64,0.00,0.27,0.00,0.08,0.02,0.30,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2473.00,463.00,18.72,745.27,
100.05,3723.78,1.54,0.65,0.00,0.31,0.00,0.08,0.02,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,12769.00,819.00,6.41,793.59,
100.05,3723.49,1.55,0.65,0.00,0.32,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.03,0.02,0.01,0.00,2396.00,397.00,16.57,730.83,
100.06,3724.42,1.55,0.65,0.00,0.33,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2628.00,568.00,21.61,877.17,
100.05,3724.66,1.55,0.65,0.00,0.33,0.00,0.07,0.02,0.29,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2678.00,542.00,20.24,865.11,
100.05,3723.88,1.55,0.64,0.00,0.33,0.00,0.09,0.03,0.38,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2430.00,587.00,24.16,1173.72,
100.04,3724.87,1.55,0.64,0.00,0.34,0.00,0.08,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.04,0.03,0.01,0.00,14014.00,1490.00,10.63,1025.96,
100.04,3723.54,1.54,0.65,0.00,0.31,0.00,0.08,0.03,0.33,0.01,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2562.00,554.00,21.62,891.60,
100.02,3724.52,1.54,0.65,0.00,0.34,0.00,0.09,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2498.00,650.00,26.02,1001.52,
100.02,3724.30,1.55,0.65,0.00,0.34,0.00,0.06,0.02,0.28,0.01,0.00,0.00,0.00,0.00,0.01,0.07,0.05,0.02,0.01,0.02,0.00,0.01,0.01,0.05,0.04,0.01,0.00,2533.00,503.00,19.86,993.03,
100.04,3724.25,1.55,0.64,0.00,0.33,0.00,0.10,0.03,0.49,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,16424.00,2354.00,14.33,653.97,
100.03,3723.98,1.55,0.65,0.00,0.31,0.00,0.07,0.02,0.29,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,33168.00,3334.00,10.05,1002.16,
100.14,3723.16,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2643.00,589.00,22.29,1131.21,
100.05,3724.41,1.54,0.65,0.00,0.33,0.00,0.14,0.05,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2795.00,615.00,22.00,993.68,
100.02,3724.35,1.54,0.65,0.00,0.32,0.00,0.09,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2562.00,533.00,20.80,981.01,
100.02,3723.87,1.55,0.65,0.00,0.26,0.00,0.08,0.02,0.27,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,3380.00,629.00,18.61,1047.19,
100.00,3725.27,1.55,0.65,0.00,0.35,0.00,0.10,0.04,0.38,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.04,0.03,0.01,0.00,13052.00,1799.00,13.78,1043.01,
100.02,3724.21,1.55,0.65,0.00,0.28,0.00,0.09,0.03,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2615.00,627.00,23.98,1021.95,
100.04,3724.26,1.55,0.65,0.00,0.34,0.00,0.07,0.02,0.30,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.01,0.00,0.03,0.03,0.01,0.00,185556.00,47590.00,25.65,1194.12,
100.01,3698.61,1.55,0.64,0.00,0.32,0.00,0.09,0.03,0.36,0.01,0.00,0.00,0.00,0.00,0.01,0.06,0.04,0.01,0.01,0.03,0.01,0.02,0.00,0.07,0.05,0.02,0.00,2611.00,574.00,21.98,792.21,
99.99,3724.35,1.54,0.65,0.00,0.34,0.00,0.09,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,25477.00,2954.00,11.59,737.79,
100.01,3724.21,1.55,0.65,0.00,0.33,0.00,0.11,0.04,0.33,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.05,0.03,0.01,0.00,10747.00,1342.00,12.49,748.31,
99.99,3724.12,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.33,0.01,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,2600.00,594.00,22.85,1047.83,
100.00,3725.02,1.55,0.65,0.00,0.35,0.00,0.06,0.02,0.29,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2578.00,569.00,22.07,1116.90,
100.01,3724.71,1.55,0.64,0.00,0.34,0.00,0.09,0.03,0.36,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2584.00,581.00,22.48,966.58,
99.97,3724.91,1.55,0.64,0.00,0.33,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.02,0.01,0.01,0.00,0.05,0.04,0.01,0.00,2537.00,541.00,21.32,1071.18,
100.04,3723.51,1.53,0.65,0.00,0.36,0.00,0.08,0.03,0.35,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,41610.00,3024.00,7.27,1336.71,
100.01,3724.50,1.54,0.65,0.00,0.25,0.00,0.12,0.03,0.34,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,3015.00,634.00,21.03,1087.69,
100.01,3723.93,1.55,0.65,0.00,0.28,0.00,0.09,0.03,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2597.00,588.00,22.64,1040.61,
99.99,3725.17,1.55,0.65,0.00,0.34,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2563.00,564.00,22.01,1068.86,
100.03,3723.96,1.55,0.65,0.00,0.36,0.00,0.08,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2536.00,520.00,20.50,1255.13,
100.01,3724.18,1.55,0.64,0.00,0.33,0.00,0.07,0.02,0.32,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.03,0.03,0.00,0.00,10286.00,1351.00,13.13,1020.31,
100.09,3721.94,1.55,0.65,0.00,0.39,0.00,0.09,0.04,0.33,0.01,0.00,0.00,0.00,0.00,0.01,0.05,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2648.00,701.00,26.47,1086.93,
100.00,3724.79,1.54,0.65,0.00,0.35,0.00,0.06,0.02,0.28,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2590.00,647.00,24.98,1089.08,
100.05,3722.63,1.54,0.65,0.00,0.29,0.00,0.11,0.03,1.14,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2780.00,1086.00,39.06,1006.09,
100.00,3724.82,1.55,0.65,0.00,0.34,0.00,0.09,0.03,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.00,0.00,2688.00,588.00,21.88,1045.87,
100.02,3724.34,1.55,0.65,0.00,0.31,0.00,0.09,0.03,0.46,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,9909.00,1350.00,13.62,1010.14,
100.01,3724.00,1.55,0.64,0.00,0.28,0.00,0.10,0.03,0.34,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.00,23614.00,2432.00,10.30,1064.96,
100.05,3723.29,1.55,0.64,0.00,0.36,0.00,0.08,0.03,0.33,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.01,0.00,2650.00,611.00,23.06,1072.05,
100.01,3724.31,1.53,0.65,0.00,0.28,0.00,0.10,0.03,0.37,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,2606.00,594.00,22.79,1213.97,
